,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_Seconds
328,0 days 01:28:43.945000,HAM,44,0 days 00:01:38.202000,19.0,2.0,,,0 days 00:00:28.874000,0 days 00:00:41.308000,0 days 00:00:28.020000,0 days 01:27:34.632000,0 days 01:28:15.940000,0 days 01:28:43.960000,293.0,275.0,246.0,285.0,False,HARD,2.0,True,Mercedes,0 days 01:27:05.743000,2024-09-22 12:34:01.874,1,12.0,False,,False,True,98.202
329,0 days 01:30:22.690000,HAM,44,0 days 00:01:38.745000,20.0,2.0,,,0 days 00:00:29.148000,0 days 00:00:41.873000,0 days 00:00:27.724000,0 days 01:29:13.108000,0 days 01:29:54.981000,0 days 01:30:22.705000,292.0,262.0,247.0,281.0,False,HARD,3.0,True,Mercedes,0 days 01:28:43.945000,2024-09-22 12:35:40.076,1,12.0,False,,False,True,98.745
330,0 days 01:32:01.606000,HAM,44,0 days 00:01:38.916000,21.0,2.0,,,0 days 00:00:29.173000,0 days 00:00:41.795000,0 days 00:00:27.948000,0 days 01:30:51.878000,0 days 01:31:33.673000,0 days 01:32:01.621000,,269.0,247.0,284.0,False,HARD,4.0,True,Mercedes,0 days 01:30:22.690000,2024-09-22 12:37:18.821,1,12.0,False,,False,True,98.916
331,0 days 01:33:39.800000,HAM,44,0 days 00:01:38.194000,22.0,2.0,,,0 days 00:00:28.957000,0 days 00:00:41.800000,0 days 00:00:27.437000,0 days 01:32:30.578000,0 days 01:33:12.378000,0 days 01:33:39.815000,317.0,258.0,248.0,294.0,False,HARD,5.0,True,Mercedes,0 days 01:32:01.606000,2024-09-22 12:38:57.737,1,11.0,False,,False,True,98.194
332,0 days 01:35:18.196000,HAM,44,0 days 00:01:38.396000,23.0,2.0,,,0 days 00:00:29.198000,0 days 00:00:41.743000,0 days 00:00:27.455000,0 days 01:34:09.013000,0 days 01:34:50.756000,0 days 01:35:18.211000,286.0,258.0,247.0,278.0,False,HARD,6.0,True,Mercedes,0 days 01:33:39.800000,2024-09-22 12:40:35.931,1,11.0,False,,False,True,98.396
333,0 days 01:36:56.548000,HAM,44,0 days 00:01:38.352000,24.0,2.0,,,0 days 00:00:29.218000,0 days 00:00:41.652000,0 days 00:00:27.482000,0 days 01:35:47.429000,0 days 01:36:29.081000,0 days 01:36:56.563000,288.0,259.0,247.0,279.0,False,HARD,7.0,True,Mercedes,0 days 01:35:18.196000,2024-09-22 12:42:14.327,1,11.0,False,,False,True,98.352
334,0 days 01:38:36.706000,HAM,44,0 days 00:01:40.158000,25.0,2.0,,,0 days 00:00:29.011000,0 days 00:00:42.206000,0 days 00:00:28.941000,0 days 01:37:25.574000,0 days 01:38:07.780000,0 days 01:38:36.721000,307.0,274.0,243.0,280.0,False,HARD,8.0,True,Mercedes,0 days 01:36:56.548000,2024-09-22 12:43:52.679,1,11.0,True,TRACK LIMITS AT TURN 17 LAP 25 ,False,True,100.158
335,0 days 01:40:16.877000,HAM,44,0 days 00:01:40.171000,26.0,2.0,,,0 days 00:00:30.049000,0 days 00:00:42.374000,0 days 00:00:27.748000,0 days 01:39:06.770000,0 days 01:39:49.144000,0 days 01:40:16.892000,289.0,259.0,248.0,298.0,False,HARD,9.0,True,Mercedes,0 days 01:38:36.706000,2024-09-22 12:45:32.837,1,10.0,False,,False,True,100.171
336,0 days 01:41:56.876000,HAM,44,0 days 00:01:39.999000,27.0,2.0,,,0 days 00:00:28.995000,0 days 00:00:42.629000,0 days 00:00:28.375000,0 days 01:40:45.887000,0 days 01:41:28.516000,0 days 01:41:56.891000,308.0,270.0,247.0,292.0,False,HARD,10.0,True,Mercedes,0 days 01:40:16.877000,2024-09-22 12:47:13.008,1,9.0,False,,False,True,99.999
337,0 days 01:43:35.331000,HAM,44,0 days 00:01:38.455000,28.0,2.0,,,0 days 00:00:29.220000,0 days 00:00:41.663000,0 days 00:00:27.572000,0 days 01:42:26.111000,0 days 01:43:07.774000,0 days 01:43:35.346000,287.0,258.0,247.0,278.0,False,HARD,11.0,True,Mercedes,0 days 01:41:56.876000,2024-09-22 12:48:53.007,1,8.0,False,,False,True,98.455
338,0 days 01:45:13.357000,HAM,44,0 days 00:01:38.026000,29.0,2.0,,,0 days 00:00:29.061000,0 days 00:00:41.614000,0 days 00:00:27.351000,0 days 01:44:04.407000,0 days 01:44:46.021000,0 days 01:45:13.372000,289.0,261.0,248.0,,False,HARD,12.0,True,Mercedes,0 days 01:43:35.331000,2024-09-22 12:50:31.462,1,7.0,False,,False,True,98.026
339,0 days 01:46:51.190000,HAM,44,0 days 00:01:37.833000,30.0,2.0,,,0 days 00:00:29.060000,0 days 00:00:41.488000,0 days 00:00:27.285000,0 days 01:45:42.432000,0 days 01:46:23.920000,0 days 01:46:51.205000,288.0,261.0,249.0,280.0,True,HARD,13.0,True,Mercedes,0 days 01:45:13.357000,2024-09-22 12:52:09.488,1,6.0,False,,False,True,97.833
340,0 days 01:48:29.630000,HAM,44,0 days 00:01:38.440000,31.0,2.0,,,0 days 00:00:29.149000,0 days 00:00:41.868000,0 days 00:00:27.423000,0 days 01:47:20.354000,0 days 01:48:02.222000,0 days 01:48:29.645000,286.0,262.0,248.0,,False,HARD,14.0,True,Mercedes,0 days 01:46:51.190000,2024-09-22 12:53:47.321,1,6.0,False,,False,True,98.44
341,0 days 01:50:07.326000,HAM,44,0 days 00:01:37.696000,32.0,2.0,,,0 days 00:00:29.004000,0 days 00:00:41.459000,0 days 00:00:27.233000,0 days 01:48:58.649000,0 days 01:49:40.108000,0 days 01:50:07.341000,289.0,263.0,248.0,283.0,True,HARD,15.0,True,Mercedes,0 days 01:48:29.630000,2024-09-22 12:55:25.761,1,6.0,False,,False,True,97.696
342,0 days 01:51:44.773000,HAM,44,0 days 00:01:37.447000,33.0,2.0,,,0 days 00:00:28.947000,0 days 00:00:41.257000,0 days 00:00:27.243000,0 days 01:50:36.288000,0 days 01:51:17.545000,0 days 01:51:44.788000,291.0,263.0,249.0,,True,HARD,16.0,True,Mercedes,0 days 01:50:07.326000,2024-09-22 12:57:03.457,1,6.0,False,,False,True,97.447
343,0 days 01:53:22.186000,HAM,44,0 days 00:01:37.413000,34.0,2.0,,,0 days 00:00:28.967000,0 days 00:00:41.274000,0 days 00:00:27.172000,0 days 01:52:13.755000,0 days 01:52:55.029000,0 days 01:53:22.201000,,263.0,249.0,284.0,True,HARD,17.0,True,Mercedes,0 days 01:51:44.773000,2024-09-22 12:58:40.904,1,6.0,False,,False,True,97.413
344,0 days 01:54:59.866000,HAM,44,0 days 00:01:37.680000,35.0,2.0,,,0 days 00:00:28.964000,0 days 00:00:41.477000,0 days 00:00:27.239000,0 days 01:53:51.165000,0 days 01:54:32.642000,0 days 01:54:59.881000,,263.0,249.0,282.0,False,HARD,18.0,True,Mercedes,0 days 01:53:22.186000,2024-09-22 13:00:18.317,1,6.0,False,,False,True,97.68
345,0 days 01:56:37.851000,HAM,44,0 days 00:01:37.985000,36.0,2.0,,,0 days 00:00:28.984000,0 days 00:00:41.663000,0 days 00:00:27.338000,0 days 01:55:28.865000,0 days 01:56:10.528000,0 days 01:56:37.866000,292.0,265.0,250.0,284.0,False,HARD,19.0,True,Mercedes,0 days 01:54:59.866000,2024-09-22 13:01:55.997,1,5.0,False,,False,True,97.985
346,0 days 01:58:15.789000,HAM,44,0 days 00:01:37.938000,37.0,2.0,,,0 days 00:00:29.004000,0 days 00:00:41.766000,0 days 00:00:27.168000,0 days 01:57:06.870000,0 days 01:57:48.636000,0 days 01:58:15.804000,291.0,264.0,250.0,285.0,False,HARD,20.0,True,Mercedes,0 days 01:56:37.851000,2024-09-22 13:03:33.982,1,5.0,False,,False,True,97.938
347,0 days 01:59:53.554000,HAM,44,0 days 00:01:37.765000,38.0,2.0,,,0 days 00:00:28.957000,0 days 00:00:41.641000,0 days 00:00:27.167000,0 days 01:58:44.761000,0 days 01:59:26.402000,0 days 01:59:53.569000,290.0,264.0,249.0,283.0,False,HARD,21.0,True,Mercedes,0 days 01:58:15.789000,2024-09-22 13:05:11.920,1,5.0,False,,False,True,97.765
348,0 days 02:01:31.525000,HAM,44,0 days 00:01:37.971000,39.0,2.0,,,0 days 00:00:29.078000,0 days 00:00:41.643000,0 days 00:00:27.250000,0 days 02:00:22.647000,0 days 02:01:04.290000,0 days 02:01:31.540000,292.0,264.0,248.0,285.0,False,HARD,22.0,True,Mercedes,0 days 01:59:53.554000,2024-09-22 13:06:49.685,1,4.0,False,,False,True,97.971
349,0 days 02:03:10.858000,HAM,44,0 days 00:01:39.333000,40.0,2.0,,,0 days 00:00:28.877000,0 days 00:00:43.092000,0 days 00:00:27.364000,0 days 02:02:00.417000,0 days 02:02:43.509000,0 days 02:03:10.873000,294.0,266.0,250.0,284.0,False,HARD,23.0,True,Mercedes,0 days 02:01:31.525000,2024-09-22 13:08:27.656,1,5.0,False,,False,True,99.333
350,0 days 02:04:49.048000,HAM,44,0 days 00:01:38.190000,41.0,2.0,,,0 days 00:00:29.060000,0 days 00:00:41.764000,0 days 00:00:27.366000,0 days 02:03:39.933000,0 days 02:04:21.697000,0 days 02:04:49.063000,293.0,265.0,248.0,285.0,False,HARD,24.0,True,Mercedes,0 days 02:03:10.858000,2024-09-22 13:10:06.989,1,5.0,False,,False,True,98.19
351,0 days 02:06:27.163000,HAM,44,0 days 00:01:38.115000,42.0,2.0,,,0 days 00:00:29.070000,0 days 00:00:41.665000,0 days 00:00:27.380000,0 days 02:05:18.133000,0 days 02:05:59.798000,0 days 02:06:27.178000,,265.0,248.0,284.0,False,HARD,25.0,True,Mercedes,0 days 02:04:49.048000,2024-09-22 13:11:45.179,1,5.0,False,,False,True,98.115
352,0 days 02:08:04.556000,HAM,44,0 days 00:01:37.393000,43.0,2.0,,,0 days 00:00:28.938000,0 days 00:00:41.386000,0 days 00:00:27.069000,0 days 02:06:56.116000,0 days 02:07:37.502000,0 days 02:08:04.571000,292.0,263.0,250.0,,True,HARD,26.0,True,Mercedes,0 days 02:06:27.163000,2024-09-22 13:13:23.294,1,5.0,False,,False,True,97.393
353,0 days 02:09:42.149000,HAM,44,0 days 00:01:37.593000,44.0,2.0,,,0 days 00:00:28.933000,0 days 00:00:41.466000,0 days 00:00:27.194000,0 days 02:08:33.504000,0 days 02:09:14.970000,0 days 02:09:42.164000,294.0,266.0,250.0,287.0,False,HARD,27.0,True,Mercedes,0 days 02:08:04.556000,2024-09-22 13:15:00.687,1,5.0,False,,False,True,97.593
354,0 days 02:11:19.950000,HAM,44,0 days 00:01:37.801000,45.0,2.0,,,0 days 00:00:28.868000,0 days 00:00:41.768000,0 days 00:00:27.165000,0 days 02:10:11.032000,0 days 02:10:52.800000,0 days 02:11:19.965000,292.0,266.0,250.0,286.0,False,HARD,28.0,True,Mercedes,0 days 02:09:42.149000,2024-09-22 13:16:38.280,1,5.0,False,,False,True,97.801
355,0 days 02:12:57.747000,HAM,44,0 days 00:01:37.797000,46.0,2.0,,,0 days 00:00:28.942000,0 days 00:00:41.575000,0 days 00:00:27.280000,0 days 02:11:48.907000,0 days 02:12:30.482000,0 days 02:12:57.762000,293.0,264.0,248.0,283.0,False,HARD,29.0,True,Mercedes,0 days 02:11:19.950000,2024-09-22 13:18:16.081,1,5.0,False,,False,True,97.797
356,0 days 02:14:35.669000,HAM,44,0 days 00:01:37.922000,47.0,2.0,,,0 days 00:00:28.946000,0 days 00:00:41.753000,0 days 00:00:27.223000,0 days 02:13:26.708000,0 days 02:14:08.461000,0 days 02:14:35.684000,290.0,265.0,250.0,,False,HARD,30.0,True,Mercedes,0 days 02:12:57.747000,2024-09-22 13:19:53.878,1,5.0,False,,False,True,97.922
357,0 days 02:16:13.963000,HAM,44,0 days 00:01:38.294000,48.0,2.0,,,0 days 00:00:29.064000,0 days 00:00:41.867000,0 days 00:00:27.363000,0 days 02:15:04.748000,0 days 02:15:46.615000,0 days 02:16:13.978000,294.0,266.0,248.0,,False,HARD,31.0,True,Mercedes,0 days 02:14:35.669000,2024-09-22 13:21:31.800,1,5.0,False,,False,True,98.294
358,0 days 02:17:52.294000,HAM,44,0 days 00:01:38.331000,49.0,2.0,,,0 days 00:00:28.971000,0 days 00:00:41.954000,0 days 00:00:27.406000,0 days 02:16:42.949000,0 days 02:17:24.903000,0 days 02:17:52.309000,,265.0,249.0,284.0,False,HARD,32.0,True,Mercedes,0 days 02:16:13.963000,2024-09-22 13:23:10.094,1,5.0,False,,False,True,98.331
359,0 days 02:19:32.705000,HAM,44,0 days 00:01:40.411000,50.0,2.0,,,0 days 00:00:29.119000,0 days 00:00:43.135000,0 days 00:00:28.157000,0 days 02:18:21.428000,0 days 02:19:04.563000,0 days 02:19:32.720000,292.0,267.0,248.0,,False,HARD,33.0,True,Mercedes,0 days 02:17:52.294000,2024-09-22 13:24:48.425,1,6.0,False,,False,True,100.411
360,0 days 02:21:11.352000,HAM,44,0 days 00:01:38.647000,51.0,2.0,,,0 days 00:00:29.059000,0 days 00:00:42.207000,0 days 00:00:27.381000,0 days 02:20:01.779000,0 days 02:20:43.986000,0 days 02:21:11.367000,295.0,265.0,248.0,287.0,False,HARD,34.0,True,Mercedes,0 days 02:19:32.705000,2024-09-22 13:26:28.836,1,6.0,False,,False,True,98.647
361,0 days 02:22:49.979000,HAM,44,0 days 00:01:38.627000,52.0,2.0,,,0 days 00:00:29.050000,0 days 00:00:42.148000,0 days 00:00:27.429000,0 days 02:21:40.417000,0 days 02:22:22.565000,0 days 02:22:49.994000,294.0,266.0,248.0,286.0,False,HARD,35.0,True,Mercedes,0 days 02:21:11.352000,2024-09-22 13:28:07.483,1,6.0,False,,False,True,98.627
362,0 days 02:24:28.648000,HAM,44,0 days 00:01:38.669000,53.0,2.0,,,0 days 00:00:29.172000,0 days 00:00:42.200000,0 days 00:00:27.297000,0 days 02:23:19.166000,0 days 02:24:01.366000,0 days 02:24:28.663000,,266.0,249.0,285.0,False,HARD,36.0,True,Mercedes,0 days 02:22:49.979000,2024-09-22 13:29:46.110,1,6.0,False,,False,True,98.669
363,0 days 02:26:07,HAM,44,0 days 00:01:38.352000,54.0,2.0,,,0 days 00:00:29.200000,0 days 00:00:41.862000,0 days 00:00:27.290000,0 days 02:24:57.863000,0 days 02:25:39.725000,0 days 02:26:07.015000,293.0,264.0,246.0,,False,HARD,37.0,True,Mercedes,0 days 02:24:28.648000,2024-09-22 13:31:24.779,1,6.0,False,,False,True,98.352
364,0 days 02:27:45.634000,HAM,44,0 days 00:01:38.634000,55.0,2.0,,,0 days 00:00:29.125000,0 days 00:00:42.027000,0 days 00:00:27.482000,0 days 02:26:36.140000,0 days 02:27:18.167000,0 days 02:27:45.649000,292.0,265.0,249.0,284.0,False,HARD,38.0,True,Mercedes,0 days 02:26:07,2024-09-22 13:33:03.131,1,6.0,False,,False,True,98.634
365,0 days 02:29:24.755000,HAM,44,0 days 00:01:39.121000,56.0,2.0,,,0 days 00:00:29.215000,0 days 00:00:42.149000,0 days 00:00:27.757000,0 days 02:28:14.864000,0 days 02:28:57.013000,0 days 02:29:24.770000,286.0,263.0,249.0,283.0,False,HARD,39.0,True,Mercedes,0 days 02:27:45.634000,2024-09-22 13:34:41.765,1,6.0,False,,False,True,99.121
366,0 days 02:31:03.789000,HAM,44,0 days 00:01:39.034000,57.0,2.0,,,0 days 00:00:29.271000,0 days 00:00:42.266000,0 days 00:00:27.497000,0 days 02:29:54.041000,0 days 02:30:36.307000,0 days 02:31:03.804000,283.0,265.0,247.0,285.0,False,HARD,40.0,True,Mercedes,0 days 02:29:24.755000,2024-09-22 13:36:20.886,1,6.0,False,,False,True,99.034
367,0 days 02:32:42.475000,HAM,44,0 days 00:01:38.686000,58.0,2.0,,,0 days 00:00:29.034000,0 days 00:00:42.173000,0 days 00:00:27.479000,0 days 02:31:32.838000,0 days 02:32:15.011000,0 days 02:32:42.490000,291.0,265.0,249.0,283.0,False,HARD,41.0,True,Mercedes,0 days 02:31:03.789000,2024-09-22 13:37:59.920,1,6.0,False,,False,True,98.686
368,0 days 02:34:21.481000,HAM,44,0 days 00:01:39.006000,59.0,2.0,,,0 days 00:00:29.173000,0 days 00:00:42.132000,0 days 00:00:27.701000,0 days 02:33:11.663000,0 days 02:33:53.795000,0 days 02:34:21.496000,,263.0,249.0,,False,HARD,42.0,True,Mercedes,0 days 02:32:42.475000,2024-09-22 13:39:38.606,1,6.0,False,,False,True,99.006
369,0 days 02:36:00.274000,HAM,44,0 days 00:01:38.793000,60.0,2.0,,,0 days 00:00:29.163000,0 days 00:00:42.167000,0 days 00:00:27.463000,0 days 02:34:50.659000,0 days 02:35:32.826000,0 days 02:36:00.289000,289.0,264.0,249.0,284.0,False,HARD,43.0,True,Mercedes,0 days 02:34:21.481000,2024-09-22 13:41:17.612,1,6.0,False,,False,True,98.793
370,0 days 02:37:39.388000,HAM,44,0 days 00:01:39.114000,61.0,2.0,,,0 days 00:00:29.157000,0 days 00:00:42.369000,0 days 00:00:27.588000,0 days 02:36:29.446000,0 days 02:37:11.815000,0 days 02:37:39.403000,,264.0,247.0,286.0,False,HARD,44.0,True,Mercedes,0 days 02:36:00.274000,2024-09-22 13:42:56.405,1,6.0,False,,False,True,99.114
371,0 days 02:39:19.081000,HAM,44,0 days 00:01:39.693000,62.0,2.0,,,0 days 00:00:29.266000,0 days 00:00:42.384000,0 days 00:00:28.043000,0 days 02:38:08.669000,0 days 02:38:51.053000,0 days 02:39:19.096000,292.0,256.0,238.0,,False,HARD,45.0,True,Mercedes,0 days 02:37:39.388000,2024-09-22 13:44:35.519,1,6.0,False,,False,True,99.693
372,0 days 00:58:50.763000,SAI,55,0 days 00:01:49.501000,1.0,1.0,,,,0 days 00:00:45.238000,0 days 00:00:28.504000,,0 days 00:58:22.403000,0 days 00:58:50.896000,297.0,255.0,243.0,223.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:57:01.006000,2024-09-22 12:03:57.137,1,12.0,False,,False,False,109.501
373,0 days 01:00:30.980000,SAI,55,0 days 00:01:40.217000,2.0,1.0,,,0 days 00:00:29.383000,0 days 00:00:42.751000,0 days 00:00:28.083000,0 days 00:59:20.155000,0 days 01:00:02.906000,0 days 01:00:30.989000,289.0,263.0,248.0,272.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:58:50.763000,2024-09-22 12:05:46.894,1,12.0,False,,False,True,100.217
374,0 days 01:02:10.421000,SAI,55,0 days 00:01:39.441000,3.0,1.0,,,0 days 00:00:28.921000,0 days 00:00:42.509000,0 days 00:00:28.011000,0 days 01:00:59.910000,0 days 01:01:42.419000,0 days 01:02:10.430000,284.0,263.0,247.0,288.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:00:30.980000,2024-09-22 12:07:27.111,1,12.0,False,,False,True,99.441
375,0 days 01:03:49.526000,SAI,55,0 days 00:01:39.105000,4.0,1.0,,,0 days 00:00:28.887000,0 days 00:00:42.293000,0 days 00:00:27.925000,0 days 01:02:39.317000,0 days 01:03:21.610000,0 days 01:03:49.535000,301.0,261.0,247.0,289.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:02:10.421000,2024-09-22 12:09:06.552,1,12.0,False,,False,True,99.105
376,0 days 01:05:28.644000,SAI,55,0 days 00:01:39.118000,5.0,1.0,,,0 days 00:00:29.051000,0 days 00:00:42.129000,0 days 00:00:27.938000,0 days 01:04:18.586000,0 days 01:05:00.715000,0 days 01:05:28.653000,302.0,264.0,247.0,,False,MEDIUM,5.0,True,Ferrari,0 days 01:03:49.526000,2024-09-22 12:10:45.657,1,12.0,False,,False,True,99.118
377,0 days 01:07:07.865000,SAI,55,0 days 00:01:39.221000,6.0,1.0,,,0 days 00:00:29.201000,0 days 00:00:42.255000,0 days 00:00:27.765000,0 days 01:05:57.854000,0 days 01:06:40.109000,0 days 01:07:07.874000,289.0,260.0,247.0,287.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:05:28.644000,2024-09-22 12:12:24.775,1,12.0,False,,False,True,99.221
378,0 days 01:08:47.214000,SAI,55,0 days 00:01:39.349000,7.0,1.0,,,0 days 00:00:28.892000,0 days 00:00:42.587000,0 days 00:00:27.870000,0 days 01:07:36.766000,0 days 01:08:19.353000,0 days 01:08:47.223000,301.0,264.0,247.0,290.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:07:07.865000,2024-09-22 12:14:03.996,1,12.0,False,,False,True,99.349
379,0 days 01:10:25.998000,SAI,55,0 days 00:01:38.784000,8.0,1.0,,,0 days 00:00:28.906000,0 days 00:00:42.083000,0 days 00:00:27.795000,0 days 01:09:16.129000,0 days 01:09:58.212000,0 days 01:10:26.007000,287.0,268.0,247.0,,True,MEDIUM,8.0,True,Ferrari,0 days 01:08:47.214000,2024-09-22 12:15:43.345,1,12.0,False,,False,True,98.784
380,0 days 01:12:05.070000,SAI,55,0 days 00:01:39.072000,9.0,1.0,,,0 days 00:00:28.716000,0 days 00:00:42.486000,0 days 00:00:27.870000,0 days 01:10:54.723000,0 days 01:11:37.209000,0 days 01:12:05.079000,310.0,266.0,247.0,298.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:10:25.998000,2024-09-22 12:17:22.129,1,12.0,False,,False,True,99.072
381,0 days 01:13:44.017000,SAI,55,0 days 00:01:38.947000,10.0,1.0,,,0 days 00:00:29.242000,0 days 00:00:41.900000,0 days 00:00:27.805000,0 days 01:12:34.321000,0 days 01:13:16.221000,0 days 01:13:44.026000,286.0,264.0,247.0,276.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:12:05.070000,2024-09-22 12:19:01.201,1,12.0,False,,False,True,98.947
382,0 days 01:15:22.711000,SAI,55,0 days 00:01:38.694000,11.0,1.0,,,0 days 00:00:28.858000,0 days 00:00:42.092000,0 days 00:00:27.744000,0 days 01:14:12.884000,0 days 01:14:54.976000,0 days 01:15:22.720000,302.0,265.0,248.0,288.0,True,MEDIUM,11.0,True,Ferrari,0 days 01:13:44.017000,2024-09-22 12:20:40.148,1,12.0,False,,False,True,98.694
383,0 days 01:17:02.424000,SAI,55,0 days 00:01:39.713000,12.0,1.0,,,0 days 00:00:28.982000,0 days 00:00:42.650000,0 days 00:00:28.081000,0 days 01:15:51.702000,0 days 01:16:34.352000,0 days 01:17:02.433000,317.0,266.0,247.0,,False,MEDIUM,12.0,True,Ferrari,0 days 01:15:22.711000,2024-09-22 12:22:18.842,1,12.0,False,,False,True,99.713
384,0 days 01:18:49.496000,SAI,55,0 days 00:01:47.072000,13.0,1.0,,0 days 01:18:41.752000,0 days 00:00:29.234000,0 days 00:00:42.472000,0 days 00:00:35.366000,0 days 01:17:31.667000,0 days 01:18:14.139000,0 days 01:18:49.505000,294.0,258.0,,287.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:17:02.424000,2024-09-22 12:23:58.555,1,14.0,False,,False,False,107.072
385,0 days 01:20:46.463000,SAI,55,0 days 00:01:56.967000,14.0,2.0,0 days 01:19:11.141000,,0 days 00:00:49.366000,0 days 00:00:40.542000,0 days 00:00:27.059000,0 days 01:19:38.871000,0 days 01:20:19.413000,0 days 01:20:46.472000,293.0,259.0,247.0,,False,HARD,1.0,True,Ferrari,0 days 01:18:49.496000,2024-09-22 12:25:45.627,1,18.0,False,,False,False,116.967
386,0 days 01:22:23.024000,SAI,55,0 days 00:01:36.561000,15.0,2.0,,,0 days 00:00:28.711000,0 days 00:00:40.737000,0 days 00:00:27.113000,0 days 01:21:15.183000,0 days 01:21:55.920000,0 days 01:22:23.033000,289.0,258.0,249.0,279.0,True,HARD,2.0,True,Ferrari,0 days 01:20:46.463000,2024-09-22 12:27:42.594,1,18.0,False,,False,True,96.561
387,0 days 01:23:59.932000,SAI,55,0 days 00:01:36.908000,16.0,2.0,,,0 days 00:00:28.706000,0 days 00:00:40.965000,0 days 00:00:27.237000,0 days 01:22:51.739000,0 days 01:23:32.704000,0 days 01:23:59.941000,290.0,261.0,247.0,282.0,False,HARD,3.0,True,Ferrari,0 days 01:22:23.024000,2024-09-22 12:29:19.155,1,18.0,False,,False,True,96.908
388,0 days 01:25:37.411000,SAI,55,0 days 00:01:37.479000,17.0,2.0,,,0 days 00:00:28.904000,0 days 00:00:41.424000,0 days 00:00:27.151000,0 days 01:24:28.845000,0 days 01:25:10.269000,0 days 01:25:37.420000,293.0,260.0,248.0,,False,HARD,4.0,True,Ferrari,0 days 01:23:59.932000,2024-09-22 12:30:56.063,1,17.0,False,,False,True,97.479
389,0 days 01:27:15.562000,SAI,55,0 days 00:01:38.151000,18.0,2.0,,,0 days 00:00:28.894000,0 days 00:00:41.275000,0 days 00:00:27.982000,0 days 01:26:06.314000,0 days 01:26:47.589000,0 days 01:27:15.571000,292.0,270.0,249.0,281.0,False,HARD,5.0,True,Ferrari,0 days 01:25:37.411000,2024-09-22 12:32:33.542,1,17.0,False,,False,True,98.151
390,0 days 01:28:53.743000,SAI,55,0 days 00:01:38.181000,19.0,2.0,,,0 days 00:00:28.893000,0 days 00:00:41.866000,0 days 00:00:27.422000,0 days 01:27:44.464000,0 days 01:28:26.330000,0 days 01:28:53.752000,310.0,260.0,247.0,293.0,False,HARD,6.0,True,Ferrari,0 days 01:27:15.562000,2024-09-22 12:34:11.693,1,16.0,False,,False,True,98.181
391,0 days 01:30:32.556000,SAI,55,0 days 00:01:38.813000,20.0,2.0,,,0 days 00:00:29.141000,0 days 00:00:41.493000,0 days 00:00:28.179000,0 days 01:29:22.893000,0 days 01:30:04.386000,0 days 01:30:32.565000,289.0,268.0,248.0,280.0,False,HARD,7.0,True,Ferrari,0 days 01:28:53.743000,2024-09-22 12:35:49.874,1,16.0,False,,False,True,98.813
392,0 days 01:32:11.694000,SAI,55,0 days 00:01:39.138000,21.0,2.0,,,0 days 00:00:29.060000,0 days 00:00:42.268000,0 days 00:00:27.810000,0 days 01:31:01.625000,0 days 01:31:43.893000,0 days 01:32:11.703000,304.0,256.0,247.0,289.0,False,HARD,8.0,True,Ferrari,0 days 01:30:32.556000,2024-09-22 12:37:28.687,1,15.0,False,,False,True,99.138
393,0 days 01:33:50.484000,SAI,55,0 days 00:01:38.790000,22.0,2.0,,,0 days 00:00:29.185000,0 days 00:00:41.772000,0 days 00:00:27.833000,0 days 01:32:40.888000,0 days 01:33:22.660000,0 days 01:33:50.493000,287.0,255.0,247.0,277.0,False,HARD,9.0,True,Ferrari,0 days 01:32:11.694000,2024-09-22 12:39:07.825,1,15.0,False,,False,True,98.79
394,0 days 01:35:28.908000,SAI,55,0 days 00:01:38.424000,23.0,2.0,,,0 days 00:00:28.944000,0 days 00:00:41.797000,0 days 00:00:27.683000,0 days 01:34:19.437000,0 days 01:35:01.234000,0 days 01:35:28.917000,285.0,261.0,248.0,281.0,False,HARD,10.0,True,Ferrari,0 days 01:33:50.484000,2024-09-22 12:40:46.615,1,15.0,False,,False,True,98.424
395,0 days 01:37:07.919000,SAI,55,0 days 00:01:39.011000,24.0,2.0,,,0 days 00:00:29.155000,0 days 00:00:41.832000,0 days 00:00:28.024000,0 days 01:35:58.072000,0 days 01:36:39.904000,0 days 01:37:07.928000,287.0,272.0,247.0,284.0,False,HARD,11.0,True,Ferrari,0 days 01:35:28.908000,2024-09-22 12:42:25.039,1,15.0,False,,False,True,99.011
