,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_Seconds
396,0 days 01:38:47.515000,SAI,55,0 days 00:01:39.596000,25.0,2.0,,,0 days 00:00:29.093000,0 days 00:00:42.592000,0 days 00:00:27.911000,0 days 01:37:37.021000,0 days 01:38:19.613000,0 days 01:38:47.524000,304.0,281.0,250.0,294.0,False,HARD,12.0,True,Ferrari,0 days 01:37:07.919000,2024-09-22 12:44:04.050,1,14.0,False,,False,True,99.596
397,0 days 01:40:26.789000,SAI,55,0 days 00:01:39.274000,26.0,2.0,,,0 days 00:00:28.887000,0 days 00:00:42.632000,0 days 00:00:27.755000,0 days 01:39:16.411000,0 days 01:39:59.043000,0 days 01:40:26.798000,314.0,258.0,246.0,,False,HARD,13.0,True,Ferrari,0 days 01:38:47.515000,2024-09-22 12:45:43.646,1,12.0,False,,False,True,99.274
398,0 days 01:42:05.982000,SAI,55,0 days 00:01:39.193000,27.0,2.0,,,0 days 00:00:29.286000,0 days 00:00:42.048000,0 days 00:00:27.859000,0 days 01:40:56.084000,0 days 01:41:38.132000,0 days 01:42:05.991000,288.0,258.0,246.0,278.0,False,HARD,14.0,True,Ferrari,0 days 01:40:26.789000,2024-09-22 12:47:22.920,1,12.0,False,,False,True,99.193
399,0 days 01:43:45.345000,SAI,55,0 days 00:01:39.363000,28.0,2.0,,,0 days 00:00:29.379000,0 days 00:00:41.977000,0 days 00:00:28.007000,0 days 01:42:35.370000,0 days 01:43:17.347000,0 days 01:43:45.354000,289.0,259.0,249.0,279.0,False,HARD,15.0,True,Ferrari,0 days 01:42:05.982000,2024-09-22 12:49:02.113,1,12.0,False,,False,True,99.363
400,0 days 01:45:24.306000,SAI,55,0 days 00:01:38.961000,29.0,2.0,,,0 days 00:00:29.058000,0 days 00:00:42.339000,0 days 00:00:27.564000,0 days 01:44:14.412000,0 days 01:44:56.751000,0 days 01:45:24.315000,315.0,258.0,247.0,291.0,False,HARD,16.0,True,Ferrari,0 days 01:43:45.345000,2024-09-22 12:50:41.476,1,10.0,False,,False,True,98.961
401,0 days 01:47:02.513000,SAI,55,0 days 00:01:38.207000,30.0,2.0,,,0 days 00:00:28.987000,0 days 00:00:41.650000,0 days 00:00:27.570000,0 days 01:45:53.302000,0 days 01:46:34.952000,0 days 01:47:02.522000,287.0,258.0,247.0,278.0,False,HARD,17.0,True,Ferrari,0 days 01:45:24.306000,2024-09-22 12:52:20.437,1,8.0,False,,False,True,98.207
402,0 days 01:48:40.888000,SAI,55,0 days 00:01:38.375000,31.0,2.0,,,0 days 00:00:28.955000,0 days 00:00:41.773000,0 days 00:00:27.647000,0 days 01:47:31.477000,0 days 01:48:13.250000,0 days 01:48:40.897000,286.0,258.0,247.0,279.0,False,HARD,18.0,True,Ferrari,0 days 01:47:02.513000,2024-09-22 12:53:58.644,1,8.0,False,,False,True,98.375
403,0 days 01:50:19.486000,SAI,55,0 days 00:01:38.598000,32.0,2.0,,,0 days 00:00:29.136000,0 days 00:00:41.887000,0 days 00:00:27.575000,0 days 01:49:10.033000,0 days 01:49:51.920000,0 days 01:50:19.495000,290.0,260.0,248.0,280.0,False,HARD,19.0,True,Ferrari,0 days 01:48:40.888000,2024-09-22 12:55:37.019,1,8.0,False,,False,True,98.598
404,0 days 01:51:58.840000,SAI,55,0 days 00:01:39.354000,33.0,2.0,,,0 days 00:00:28.871000,0 days 00:00:42.271000,0 days 00:00:28.212000,0 days 01:50:48.366000,0 days 01:51:30.637000,0 days 01:51:58.849000,301.0,268.0,250.0,287.0,False,HARD,20.0,True,Ferrari,0 days 01:50:19.486000,2024-09-22 12:57:15.617,1,7.0,False,,False,True,99.354
405,0 days 01:53:37.239000,SAI,55,0 days 00:01:38.399000,34.0,2.0,,,0 days 00:00:29.002000,0 days 00:00:41.776000,0 days 00:00:27.621000,0 days 01:52:27.851000,0 days 01:53:09.627000,0 days 01:53:37.248000,284.0,257.0,248.0,,False,HARD,21.0,True,Ferrari,0 days 01:51:58.840000,2024-09-22 12:58:54.971,1,7.0,False,,False,True,98.399
406,0 days 01:55:15.563000,SAI,55,0 days 00:01:38.324000,35.0,2.0,,,0 days 00:00:29.025000,0 days 00:00:41.855000,0 days 00:00:27.444000,0 days 01:54:06.273000,0 days 01:54:48.128000,0 days 01:55:15.572000,287.0,258.0,247.0,279.0,False,HARD,22.0,True,Ferrari,0 days 01:53:37.239000,2024-09-22 13:00:33.370,1,7.0,False,,False,True,98.324
407,0 days 01:56:53.513000,SAI,55,0 days 00:01:37.950000,36.0,2.0,,,0 days 00:00:28.972000,0 days 00:00:41.461000,0 days 00:00:27.517000,0 days 01:55:44.544000,0 days 01:56:26.005000,0 days 01:56:53.522000,293.0,263.0,246.0,286.0,False,HARD,23.0,True,Ferrari,0 days 01:55:15.563000,2024-09-22 13:02:11.694,1,7.0,False,,False,True,97.95
408,0 days 01:58:31.820000,SAI,55,0 days 00:01:38.307000,37.0,2.0,,,0 days 00:00:28.945000,0 days 00:00:41.813000,0 days 00:00:27.549000,0 days 01:57:22.467000,0 days 01:58:04.280000,0 days 01:58:31.829000,292.0,263.0,249.0,284.0,False,HARD,24.0,True,Ferrari,0 days 01:56:53.513000,2024-09-22 13:03:49.644,1,6.0,False,,False,True,98.307
409,0 days 02:00:09.791000,SAI,55,0 days 00:01:37.971000,38.0,2.0,,,0 days 00:00:28.927000,0 days 00:00:41.653000,0 days 00:00:27.391000,0 days 01:59:00.756000,0 days 01:59:42.409000,0 days 02:00:09.800000,,262.0,246.0,,False,HARD,25.0,True,Ferrari,0 days 01:58:31.820000,2024-09-22 13:05:27.951,1,6.0,False,,False,True,97.971
410,0 days 02:01:47.593000,SAI,55,0 days 00:01:37.802000,39.0,2.0,,,0 days 00:00:28.867000,0 days 00:00:41.313000,0 days 00:00:27.622000,0 days 02:00:38.667000,0 days 02:01:19.980000,0 days 02:01:47.602000,293.0,263.0,247.0,,False,HARD,26.0,True,Ferrari,0 days 02:00:09.791000,2024-09-22 13:07:05.922,1,6.0,False,,False,True,97.802
411,0 days 02:03:25.558000,SAI,55,0 days 00:01:37.965000,40.0,2.0,,,0 days 00:00:28.966000,0 days 00:00:41.602000,0 days 00:00:27.397000,0 days 02:02:16.568000,0 days 02:02:58.170000,0 days 02:03:25.567000,,263.0,247.0,,False,HARD,27.0,True,Ferrari,0 days 02:01:47.593000,2024-09-22 13:08:43.724,1,6.0,False,,False,True,97.965
412,0 days 02:05:03.794000,SAI,55,0 days 00:01:38.236000,41.0,2.0,,,0 days 00:00:28.928000,0 days 00:00:41.762000,0 days 00:00:27.546000,0 days 02:03:54.495000,0 days 02:04:36.257000,0 days 02:05:03.803000,,263.0,246.0,,False,HARD,28.0,True,Ferrari,0 days 02:03:25.558000,2024-09-22 13:10:21.689,1,6.0,False,,False,True,98.236
413,0 days 02:06:43.328000,SAI,55,0 days 00:01:39.534000,42.0,2.0,,,0 days 00:00:29.002000,0 days 00:00:41.989000,0 days 00:00:28.543000,0 days 02:05:32.805000,0 days 02:06:14.794000,0 days 02:06:43.337000,,263.0,248.0,,False,HARD,29.0,True,Ferrari,0 days 02:05:03.794000,2024-09-22 13:11:59.925,1,7.0,False,,False,True,99.534
414,0 days 02:08:21.930000,SAI,55,0 days 00:01:38.602000,43.0,2.0,,,0 days 00:00:29.105000,0 days 00:00:41.924000,0 days 00:00:27.573000,0 days 02:07:12.442000,0 days 02:07:54.366000,0 days 02:08:21.939000,297.0,265.0,247.0,298.0,False,HARD,30.0,True,Ferrari,0 days 02:06:43.328000,2024-09-22 13:13:39.459,1,7.0,False,,False,True,98.602
415,0 days 02:09:59.800000,SAI,55,0 days 00:01:37.870000,44.0,2.0,,,0 days 00:00:28.926000,0 days 00:00:41.584000,0 days 00:00:27.360000,0 days 02:08:50.865000,0 days 02:09:32.449000,0 days 02:09:59.809000,294.0,264.0,247.0,285.0,False,HARD,31.0,True,Ferrari,0 days 02:08:21.930000,2024-09-22 13:15:18.061,1,7.0,False,,False,True,97.87
416,0 days 02:11:37.917000,SAI,55,0 days 00:01:38.117000,45.0,2.0,,,0 days 00:00:28.845000,0 days 00:00:41.796000,0 days 00:00:27.476000,0 days 02:10:28.654000,0 days 02:11:10.450000,0 days 02:11:37.926000,,264.0,247.0,,False,HARD,32.0,True,Ferrari,0 days 02:09:59.800000,2024-09-22 13:16:55.931,1,7.0,False,,False,True,98.117
417,0 days 02:13:16.329000,SAI,55,0 days 00:01:38.412000,46.0,2.0,,,0 days 00:00:28.996000,0 days 00:00:41.863000,0 days 00:00:27.553000,0 days 02:12:06.922000,0 days 02:12:48.785000,0 days 02:13:16.338000,,263.0,248.0,286.0,False,HARD,33.0,True,Ferrari,0 days 02:11:37.917000,2024-09-22 13:18:34.048,1,7.0,False,,False,True,98.412
418,0 days 02:14:54.344000,SAI,55,0 days 00:01:38.015000,47.0,2.0,,,0 days 00:00:28.900000,0 days 00:00:41.632000,0 days 00:00:27.483000,0 days 02:13:45.238000,0 days 02:14:26.870000,0 days 02:14:54.353000,,264.0,246.0,,False,HARD,34.0,True,Ferrari,0 days 02:13:16.329000,2024-09-22 13:20:12.460,1,7.0,False,,False,True,98.015
419,0 days 02:16:32.194000,SAI,55,0 days 00:01:37.850000,48.0,2.0,,,0 days 00:00:28.847000,0 days 00:00:41.581000,0 days 00:00:27.422000,0 days 02:15:23.200000,0 days 02:16:04.781000,0 days 02:16:32.203000,293.0,262.0,246.0,283.0,False,HARD,35.0,True,Ferrari,0 days 02:14:54.344000,2024-09-22 13:21:50.475,1,7.0,False,,False,True,97.85
420,0 days 02:18:10.213000,SAI,55,0 days 00:01:38.019000,49.0,2.0,,,0 days 00:00:28.896000,0 days 00:00:41.746000,0 days 00:00:27.377000,0 days 02:17:01.099000,0 days 02:17:42.845000,0 days 02:18:10.222000,295.0,264.0,246.0,285.0,False,HARD,36.0,True,Ferrari,0 days 02:16:32.194000,2024-09-22 13:23:28.325,1,7.0,False,,False,True,98.019
421,0 days 02:19:48.399000,SAI,55,0 days 00:01:38.186000,50.0,2.0,,,0 days 00:00:28.880000,0 days 00:00:41.586000,0 days 00:00:27.720000,0 days 02:18:39.102000,0 days 02:19:20.688000,0 days 02:19:48.408000,293.0,263.0,249.0,284.0,False,HARD,37.0,True,Ferrari,0 days 02:18:10.213000,2024-09-22 13:25:06.344,1,7.0,False,,False,True,98.186
422,0 days 02:21:26.933000,SAI,55,0 days 00:01:38.534000,51.0,2.0,,,0 days 00:00:28.936000,0 days 00:00:41.820000,0 days 00:00:27.778000,0 days 02:20:17.344000,0 days 02:20:59.164000,0 days 02:21:26.942000,294.0,264.0,247.0,286.0,False,HARD,38.0,True,Ferrari,0 days 02:19:48.399000,2024-09-22 13:26:44.530,1,7.0,False,,False,True,98.534
423,0 days 02:23:05.432000,SAI,55,0 days 00:01:38.499000,52.0,2.0,,,0 days 00:00:28.971000,0 days 00:00:42.011000,0 days 00:00:27.517000,0 days 02:21:55.913000,0 days 02:22:37.924000,0 days 02:23:05.441000,293.0,263.0,247.0,284.0,False,HARD,39.0,True,Ferrari,0 days 02:21:26.933000,2024-09-22 13:28:23.064,1,7.0,False,,False,True,98.499
424,0 days 02:24:43.586000,SAI,55,0 days 00:01:38.154000,53.0,2.0,,,0 days 00:00:28.975000,0 days 00:00:41.779000,0 days 00:00:27.400000,0 days 02:23:34.416000,0 days 02:24:16.195000,0 days 02:24:43.595000,294.0,265.0,247.0,286.0,False,HARD,40.0,True,Ferrari,0 days 02:23:05.432000,2024-09-22 13:30:01.563,1,7.0,False,,False,True,98.154
425,0 days 02:26:21.626000,SAI,55,0 days 00:01:38.040000,54.0,2.0,,,0 days 00:00:28.822000,0 days 00:00:41.758000,0 days 00:00:27.460000,0 days 02:25:12.417000,0 days 02:25:54.175000,0 days 02:26:21.635000,,264.0,247.0,285.0,False,HARD,41.0,True,Ferrari,0 days 02:24:43.586000,2024-09-22 13:31:39.717,1,7.0,False,,False,True,98.04
426,0 days 02:27:59.845000,SAI,55,0 days 00:01:38.219000,55.0,2.0,,,0 days 00:00:28.881000,0 days 00:00:41.765000,0 days 00:00:27.573000,0 days 02:26:50.516000,0 days 02:27:32.281000,0 days 02:27:59.854000,292.0,263.0,248.0,283.0,False,HARD,42.0,True,Ferrari,0 days 02:26:21.626000,2024-09-22 13:33:17.757,1,7.0,False,,False,True,98.219
427,0 days 02:29:37.976000,SAI,55,0 days 00:01:38.131000,56.0,2.0,,,0 days 00:00:28.843000,0 days 00:00:41.838000,0 days 00:00:27.450000,0 days 02:28:28.697000,0 days 02:29:10.535000,0 days 02:29:37.985000,294.0,264.0,248.0,285.0,False,HARD,43.0,True,Ferrari,0 days 02:27:59.845000,2024-09-22 13:34:55.976,1,7.0,False,,False,True,98.131
428,0 days 02:31:16.130000,SAI,55,0 days 00:01:38.154000,57.0,2.0,,,0 days 00:00:28.793000,0 days 00:00:41.925000,0 days 00:00:27.436000,0 days 02:30:06.778000,0 days 02:30:48.703000,0 days 02:31:16.139000,292.0,263.0,247.0,284.0,False,HARD,44.0,True,Ferrari,0 days 02:29:37.976000,2024-09-22 13:36:34.107,1,7.0,False,,False,True,98.154
429,0 days 02:32:54.405000,SAI,55,0 days 00:01:38.275000,58.0,2.0,,,0 days 00:00:28.867000,0 days 00:00:41.926000,0 days 00:00:27.482000,0 days 02:31:45.006000,0 days 02:32:26.932000,0 days 02:32:54.414000,295.0,265.0,248.0,286.0,False,HARD,45.0,True,Ferrari,0 days 02:31:16.130000,2024-09-22 13:38:12.261,1,7.0,False,,False,True,98.275
430,0 days 02:34:32.963000,SAI,55,0 days 00:01:38.558000,59.0,2.0,,,0 days 00:00:28.938000,0 days 00:00:42.080000,0 days 00:00:27.540000,0 days 02:33:23.352000,0 days 02:34:05.432000,0 days 02:34:32.972000,292.0,261.0,248.0,284.0,False,HARD,46.0,True,Ferrari,0 days 02:32:54.405000,2024-09-22 13:39:50.536,1,7.0,False,,False,True,98.558
431,0 days 02:36:11.801000,SAI,55,0 days 00:01:38.838000,60.0,2.0,,,0 days 00:00:29.020000,0 days 00:00:42.232000,0 days 00:00:27.586000,0 days 02:35:01.992000,0 days 02:35:44.224000,0 days 02:36:11.810000,299.0,267.0,248.0,285.0,False,HARD,47.0,True,Ferrari,0 days 02:34:32.963000,2024-09-22 13:41:29.094,1,7.0,False,,False,True,98.838
432,0 days 02:37:50.101000,SAI,55,0 days 00:01:38.300000,61.0,2.0,,,0 days 00:00:28.887000,0 days 00:00:42.127000,0 days 00:00:27.286000,0 days 02:36:40.697000,0 days 02:37:22.824000,0 days 02:37:50.110000,298.0,266.0,249.0,289.0,False,HARD,48.0,True,Ferrari,0 days 02:36:11.801000,2024-09-22 13:43:07.932,1,7.0,False,,False,True,98.3
433,0 days 02:39:29.872000,SAI,55,0 days 00:01:39.771000,62.0,2.0,,,0 days 00:00:29.061000,0 days 00:00:42.830000,0 days 00:00:27.880000,0 days 02:38:19.171000,0 days 02:39:02.001000,0 days 02:39:29.881000,296.0,267.0,244.0,288.0,False,HARD,49.0,True,Ferrari,0 days 02:37:50.101000,2024-09-22 13:44:46.232,1,7.0,False,,False,True,99.771
434,0 days 00:58:47.646000,ALO,14,0 days 00:01:46.384000,1.0,1.0,,,,0 days 00:00:43.728000,0 days 00:00:28.456000,,0 days 00:58:19.269000,0 days 00:58:47.784000,298.0,248.0,241.0,214.0,False,MEDIUM,2.0,False,Aston Martin,0 days 00:57:01.006000,2024-09-22 12:03:57.137,1,7.0,False,,False,False,106.384
435,0 days 01:00:27.230000,ALO,14,0 days 00:01:39.584000,2.0,1.0,,,0 days 00:00:29.362000,0 days 00:00:42.262000,0 days 00:00:27.960000,0 days 00:59:17.031000,0 days 00:59:59.293000,0 days 01:00:27.253000,299.0,264.0,244.0,283.0,True,MEDIUM,3.0,False,Aston Martin,0 days 00:58:47.646000,2024-09-22 12:05:43.777,1,7.0,False,,False,True,99.584
436,0 days 01:02:06.516000,ALO,14,0 days 00:01:39.286000,3.0,1.0,,,0 days 00:00:29.045000,0 days 00:00:42.278000,0 days 00:00:27.963000,0 days 01:00:56.298000,0 days 01:01:38.576000,0 days 01:02:06.539000,297.0,263.0,245.0,294.0,True,MEDIUM,4.0,False,Aston Martin,0 days 01:00:27.230000,2024-09-22 12:07:23.361,1,7.0,False,,False,True,99.286
437,0 days 01:03:45.911000,ALO,14,0 days 00:01:39.395000,4.0,1.0,,,0 days 00:00:29.012000,0 days 00:00:42.630000,0 days 00:00:27.753000,0 days 01:02:35.551000,0 days 01:03:18.181000,0 days 01:03:45.934000,299.0,268.0,244.0,293.0,False,MEDIUM,5.0,False,Aston Martin,0 days 01:02:06.516000,2024-09-22 12:09:02.647,1,7.0,False,,False,True,99.395
438,0 days 01:05:24.947000,ALO,14,0 days 00:01:39.036000,5.0,1.0,,,0 days 00:00:29.098000,0 days 00:00:42.080000,0 days 00:00:27.858000,0 days 01:04:15.032000,0 days 01:04:57.112000,0 days 01:05:24.970000,305.0,270.0,244.0,,True,MEDIUM,6.0,False,Aston Martin,0 days 01:03:45.911000,2024-09-22 12:10:42.042,1,7.0,False,,False,True,99.036
439,0 days 01:07:03.742000,ALO,14,0 days 00:01:38.795000,6.0,1.0,,,0 days 00:00:29.087000,0 days 00:00:42.046000,0 days 00:00:27.662000,0 days 01:05:54.057000,0 days 01:06:36.103000,0 days 01:07:03.765000,293.0,268.0,245.0,292.0,True,MEDIUM,7.0,False,Aston Martin,0 days 01:05:24.947000,2024-09-22 12:12:21.078,1,7.0,False,,False,True,98.795
440,0 days 01:08:42.462000,ALO,14,0 days 00:01:38.720000,7.0,1.0,,,0 days 00:00:28.867000,0 days 00:00:42.018000,0 days 00:00:27.835000,0 days 01:07:32.632000,0 days 01:08:14.650000,0 days 01:08:42.485000,305.0,268.0,244.0,293.0,True,MEDIUM,8.0,False,Aston Martin,0 days 01:07:03.742000,2024-09-22 12:13:59.873,1,7.0,False,,False,True,98.72
441,0 days 01:10:21.004000,ALO,14,0 days 00:01:38.542000,8.0,1.0,,,0 days 00:00:28.828000,0 days 00:00:42.038000,0 days 00:00:27.676000,0 days 01:09:11.313000,0 days 01:09:53.351000,0 days 01:10:21.027000,302.0,268.0,247.0,291.0,True,MEDIUM,9.0,False,Aston Martin,0 days 01:08:42.462000,2024-09-22 12:15:38.593,1,7.0,False,,False,True,98.542
442,0 days 01:11:59.648000,ALO,14,0 days 00:01:38.644000,9.0,1.0,,,0 days 00:00:28.870000,0 days 00:00:42.063000,0 days 00:00:27.711000,0 days 01:10:49.897000,0 days 01:11:31.960000,0 days 01:11:59.671000,288.0,269.0,246.0,294.0,False,MEDIUM,10.0,False,Aston Martin,0 days 01:10:21.004000,2024-09-22 12:17:17.135,1,7.0,False,,False,True,98.644
443,0 days 01:13:38.413000,ALO,14,0 days 00:01:38.765000,10.0,1.0,,,0 days 00:00:28.852000,0 days 00:00:42.088000,0 days 00:00:27.825000,0 days 01:12:28.523000,0 days 01:13:10.611000,0 days 01:13:38.436000,298.0,261.0,244.0,293.0,False,MEDIUM,11.0,False,Aston Martin,0 days 01:11:59.648000,2024-09-22 12:18:55.779,1,7.0,False,,False,True,98.765
444,0 days 01:15:17.079000,ALO,14,0 days 00:01:38.666000,11.0,1.0,,,0 days 00:00:28.802000,0 days 00:00:42.164000,0 days 00:00:27.700000,0 days 01:14:07.238000,0 days 01:14:49.402000,0 days 01:15:17.102000,301.0,265.0,246.0,295.0,False,MEDIUM,12.0,False,Aston Martin,0 days 01:13:38.413000,2024-09-22 12:20:34.544,1,7.0,False,,False,True,98.666
445,0 days 01:16:55.953000,ALO,14,0 days 00:01:38.874000,12.0,1.0,,,0 days 00:00:28.947000,0 days 00:00:42.125000,0 days 00:00:27.802000,0 days 01:15:46.049000,0 days 01:16:28.174000,0 days 01:16:55.976000,300.0,266.0,245.0,293.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:15:17.079000,2024-09-22 12:22:13.210,1,7.0,False,,False,True,98.874
446,0 days 01:18:34.672000,ALO,14,0 days 00:01:38.719000,13.0,1.0,,,0 days 00:00:28.877000,0 days 00:00:42.078000,0 days 00:00:27.764000,0 days 01:17:24.853000,0 days 01:18:06.931000,0 days 01:18:34.695000,,269.0,241.0,292.0,False,MEDIUM,14.0,False,Aston Martin,0 days 01:16:55.953000,2024-09-22 12:23:52.084,1,7.0,False,,False,True,98.719
447,0 days 01:20:13.196000,ALO,14,0 days 00:01:38.524000,14.0,1.0,,,0 days 00:00:28.852000,0 days 00:00:42.026000,0 days 00:00:27.646000,0 days 01:19:03.547000,0 days 01:19:45.573000,0 days 01:20:13.219000,304.0,268.0,246.0,,True,MEDIUM,15.0,False,Aston Martin,0 days 01:18:34.672000,2024-09-22 12:25:30.803,1,7.0,False,,False,True,98.524
448,0 days 01:21:52.204000,ALO,14,0 days 00:01:39.008000,15.0,1.0,,,0 days 00:00:28.966000,0 days 00:00:42.135000,0 days 00:00:27.907000,0 days 01:20:42.185000,0 days 01:21:24.320000,0 days 01:21:52.227000,308.0,271.0,240.0,,False,MEDIUM,16.0,False,Aston Martin,0 days 01:20:13.196000,2024-09-22 12:27:09.327,1,7.0,False,,False,True,99.008
449,0 days 01:23:31.066000,ALO,14,0 days 00:01:38.862000,16.0,1.0,,,0 days 00:00:28.918000,0 days 00:00:42.270000,0 days 00:00:27.674000,0 days 01:22:21.145000,0 days 01:23:03.415000,0 days 01:23:31.089000,309.0,270.0,247.0,291.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:21:52.204000,2024-09-22 12:28:48.335,1,7.0,False,,False,True,98.862
450,0 days 01:25:09.877000,ALO,14,0 days 00:01:38.811000,17.0,1.0,,,0 days 00:00:28.966000,0 days 00:00:42.264000,0 days 00:00:27.581000,0 days 01:24:00.055000,0 days 01:24:42.319000,0 days 01:25:09.900000,307.0,270.0,247.0,293.0,False,MEDIUM,18.0,False,Aston Martin,0 days 01:23:31.066000,2024-09-22 12:30:27.197,1,7.0,False,,False,True,98.811
451,0 days 01:26:48.595000,ALO,14,0 days 00:01:38.718000,18.0,1.0,,,0 days 00:00:28.945000,0 days 00:00:42.205000,0 days 00:00:27.568000,0 days 01:25:38.845000,0 days 01:26:21.050000,0 days 01:26:48.618000,309.0,272.0,247.0,,False,MEDIUM,19.0,False,Aston Martin,0 days 01:25:09.877000,2024-09-22 12:32:06.008,1,6.0,False,,False,True,98.718
452,0 days 01:28:27.878000,ALO,14,0 days 00:01:39.283000,19.0,1.0,,,0 days 00:00:29.100000,0 days 00:00:42.410000,0 days 00:00:27.773000,0 days 01:27:17.718000,0 days 01:28:00.128000,0 days 01:28:27.901000,305.0,269.0,247.0,,False,MEDIUM,20.0,False,Aston Martin,0 days 01:26:48.595000,2024-09-22 12:33:44.726,1,6.0,False,,False,True,99.283
453,0 days 01:30:07.245000,ALO,14,0 days 00:01:39.367000,20.0,1.0,,,0 days 00:00:28.993000,0 days 00:00:42.625000,0 days 00:00:27.749000,0 days 01:28:56.894000,0 days 01:29:39.519000,0 days 01:30:07.268000,299.0,271.0,246.0,292.0,False,MEDIUM,21.0,False,Aston Martin,0 days 01:28:27.878000,2024-09-22 12:35:24.009,1,6.0,False,,False,True,99.367
454,0 days 01:31:46.509000,ALO,14,0 days 00:01:39.264000,21.0,1.0,,,0 days 00:00:29.085000,0 days 00:00:42.466000,0 days 00:00:27.713000,0 days 01:30:36.353000,0 days 01:31:18.819000,0 days 01:31:46.532000,301.0,271.0,247.0,293.0,False,MEDIUM,22.0,False,Aston Martin,0 days 01:30:07.245000,2024-09-22 12:37:03.376,1,6.0,False,,False,True,99.264
455,0 days 01:33:25.781000,ALO,14,0 days 00:01:39.272000,22.0,1.0,,,0 days 00:00:28.943000,0 days 00:00:42.606000,0 days 00:00:27.723000,0 days 01:32:15.475000,0 days 01:32:58.081000,0 days 01:33:25.804000,306.0,270.0,247.0,292.0,False,MEDIUM,23.0,False,Aston Martin,0 days 01:31:46.509000,2024-09-22 12:38:42.640,1,6.0,False,,False,True,99.272
456,0 days 01:35:05.024000,ALO,14,0 days 00:01:39.243000,23.0,1.0,,,0 days 00:00:29.022000,0 days 00:00:42.467000,0 days 00:00:27.754000,0 days 01:33:54.826000,0 days 01:34:37.293000,0 days 01:35:05.047000,309.0,271.0,245.0,294.0,False,MEDIUM,24.0,False,Aston Martin,0 days 01:33:25.781000,2024-09-22 12:40:21.912,1,6.0,False,,False,True,99.243
457,0 days 01:36:44.621000,ALO,14,0 days 00:01:39.597000,24.0,1.0,,,0 days 00:00:29.082000,0 days 00:00:42.663000,0 days 00:00:27.852000,0 days 01:35:34.129000,0 days 01:36:16.792000,0 days 01:36:44.644000,307.0,270.0,246.0,,False,MEDIUM,25.0,False,Aston Martin,0 days 01:35:05.024000,2024-09-22 12:42:01.155,1,6.0,False,,False,True,99.597
458,0 days 01:38:33.328000,ALO,14,0 days 00:01:48.707000,25.0,1.0,,0 days 01:38:25.721000,0 days 00:00:29.129000,0 days 00:00:42.961000,0 days 00:00:36.617000,0 days 01:37:13.773000,0 days 01:37:56.734000,0 days 01:38:33.351000,310.0,263.0,,291.0,False,MEDIUM,26.0,False,Aston Martin,0 days 01:36:44.621000,2024-09-22 12:43:40.752,1,9.0,False,,False,False,108.707
459,0 days 01:40:32.016000,ALO,14,0 days 00:01:58.688000,26.0,2.0,0 days 01:38:55.403000,,0 days 00:00:49.718000,0 days 00:00:41.693000,0 days 00:00:27.277000,0 days 01:39:23.069000,0 days 01:40:04.762000,0 days 01:40:32.039000,288.0,259.0,247.0,,False,HARD,2.0,False,Aston Martin,0 days 01:38:33.328000,2024-09-22 12:45:29.459,1,15.0,False,,False,False,118.688
460,0 days 01:42:10.506000,ALO,14,0 days 00:01:38.490000,27.0,2.0,,,0 days 00:00:28.819000,0 days 00:00:41.750000,0 days 00:00:27.921000,0 days 01:41:00.858000,0 days 01:41:42.608000,0 days 01:42:10.529000,298.0,274.0,243.0,287.0,True,HARD,3.0,False,Aston Martin,0 days 01:40:32.016000,2024-09-22 12:47:28.147,1,14.0,False,,False,True,98.49
461,0 days 01:43:49.332000,ALO,14,0 days 00:01:38.826000,28.0,2.0,,,0 days 00:00:28.908000,0 days 00:00:42.426000,0 days 00:00:27.492000,0 days 01:42:39.437000,0 days 01:43:21.863000,0 days 01:43:49.355000,314.0,263.0,247.0,295.0,False,HARD,4.0,False,Aston Martin,0 days 01:42:10.506000,2024-09-22 12:49:06.637,1,13.0,False,,False,True,98.826
