,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
33,0 days 01:41:33.028000,VER,1,76.052,34.0,2.0,,,0 days 00:00:21.292000,0 days 00:00:24.046000,0 days 00:00:30.714000,0 days 01:40:38.277000,0 days 01:41:02.323000,0 days 01:41:33.037000,241.0,282.0,282.0,310.0,False,HARD,22.0,True,Red Bull Racing,0 days 01:40:16.976000,2025-06-15 18:45:22.031,1,2.0,False,,False,True
34,0 days 01:42:49.251000,VER,1,76.223,35.0,2.0,,,0 days 00:00:21.311000,0 days 00:00:24.218000,0 days 00:00:30.694000,0 days 01:41:54.348000,0 days 01:42:18.566000,0 days 01:42:49.260000,244.0,283.0,282.0,310.0,False,HARD,23.0,True,Red Bull Racing,0 days 01:41:33.028000,2025-06-15 18:46:38.083,1,2.0,False,,False,True
35,0 days 01:44:05.374000,VER,1,76.123,36.0,2.0,,,0 days 00:00:21.310000,0 days 00:00:24.050000,0 days 00:00:30.763000,0 days 01:43:10.570000,0 days 01:43:34.620000,0 days 01:44:05.383000,242.0,283.0,283.0,310.0,False,HARD,24.0,True,Red Bull Racing,0 days 01:42:49.251000,2025-06-15 18:47:54.306,1,2.0,False,,False,True
36,0 days 01:45:37.293000,VER,1,91.919,37.0,2.0,,0 days 01:45:15.788000,0 days 00:00:21.298000,0 days 00:00:24.125000,0 days 00:00:46.496000,0 days 01:44:26.681000,0 days 01:44:50.806000,0 days 01:45:37.302000,243.0,282.0,,309.0,False,HARD,25.0,True,Red Bull Racing,0 days 01:44:05.374000,2025-06-15 18:49:10.429,1,6.0,False,,False,False
37,0 days 01:46:56.017000,VER,1,78.724,38.0,3.0,0 days 01:45:38.867000,,0 days 00:00:23.955000,0 days 00:00:24.191000,0 days 00:00:30.578000,0 days 01:46:01.257000,0 days 01:46:25.448000,0 days 01:46:56.026000,255.0,282.0,282.0,308.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:45:37.293000,2025-06-15 18:50:42.348,1,6.0,False,,False,False
38,0 days 01:48:11.260000,VER,1,75.243,39.0,3.0,,,0 days 00:00:20.899000,0 days 00:00:23.792000,0 days 00:00:30.552000,0 days 01:47:16.925000,0 days 01:47:40.717000,0 days 01:48:11.269000,251.0,282.0,282.0,306.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:46:56.017000,2025-06-15 18:52:01.072,1,5.0,False,,False,True
39,0 days 01:49:26.711000,VER,1,75.451,40.0,3.0,,,0 days 00:00:21.054000,0 days 00:00:23.936000,0 days 00:00:30.461000,0 days 01:48:32.323000,0 days 01:48:56.259000,0 days 01:49:26.720000,242.0,282.0,283.0,306.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:48:11.260000,2025-06-15 18:53:16.315,1,5.0,False,,False,True
40,0 days 01:50:42.002000,VER,1,75.291,41.0,3.0,,,0 days 00:00:21.010000,0 days 00:00:23.877000,0 days 00:00:30.404000,0 days 01:49:47.730000,0 days 01:50:11.607000,0 days 01:50:42.011000,248.0,284.0,283.0,308.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:49:26.711000,2025-06-15 18:54:31.766,1,5.0,False,,False,True
41,0 days 01:51:57.349000,VER,1,75.347,42.0,3.0,,,0 days 00:00:21.090000,0 days 00:00:23.799000,0 days 00:00:30.458000,0 days 01:51:03.101000,0 days 01:51:26.900000,0 days 01:51:57.358000,246.0,283.0,283.0,306.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:50:42.002000,2025-06-15 18:55:47.057,1,5.0,False,,False,True
42,0 days 01:53:12.426000,VER,1,75.077,43.0,3.0,,,0 days 00:00:20.991000,0 days 00:00:23.789000,0 days 00:00:30.297000,0 days 01:52:18.349000,0 days 01:52:42.138000,0 days 01:53:12.435000,251.0,286.0,285.0,312.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:51:57.349000,2025-06-15 18:57:02.404,1,5.0,False,,False,True
